GROUPE;MOT;REMPLACE;REMARQUES;;;;;;;;;;;
Pronoms et adjectifs indéfinis;différents;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;divers;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;diverses;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;l'un;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;l'une;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;maint;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;maintes;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;même;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;n'importe;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;nul;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;nuls;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;pas;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;pas-un;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;personne;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;peu;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;plupart;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;plusieurs;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;quelconque;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;quelque;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;quelque;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;quelques-unes;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;quelques-uns;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;quelqu'un;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;rien;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;tel;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;telle;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;telles;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;tels;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;tous;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;tout;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;toutes;;;;;;;;;;;;;
Pronoms et adjectifs indéfinis;toutes;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;leur;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;leurs;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;ma;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;mes;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;mien;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;mien;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;mienne;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;miennes;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;mon;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;nos;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;notre;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;nôtre;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;sa;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;ses;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;sien;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;sienne;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;siennes;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;siens;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;son;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;ta;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;tes;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;tien;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;tienne;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;tiennes;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;tiens;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;ton;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;vos;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;votre;;;;;;;;;;;;;
Pronoms et adjectifs possessifs;vôtre;;;;;;;;;;;;;
Pronoms personnels;elle;;;;;;;;;;;;;
Pronoms personnels;elle;;;;;;;;;;;;;
Pronoms personnels;elles;;;;;;;;;;;;;
Pronoms personnels;elles;;;;;;;;;;;;;
Pronoms personnels;eux;;;;;;;;;;;;;
Pronoms personnels;il;;;;;;;;;;;;;
Pronoms personnels;ils;;;;;;;;;;;;;
Pronoms personnels;je;;;;;;;;;;;;;
Pronoms personnels;la;;;;;;;;;;;;;
Pronoms personnels;le;;;;;;;;;;;;;
Pronoms personnels;leur;;;;;;;;;;;;;
Pronoms personnels;lui;;;;;;;;;;;;;
Pronoms personnels;me;;;;;;;;;;;;;
Pronoms personnels;moi;;;;;;;;;;;;;
Pronoms personnels;nous;;;;;;;;;;;;;
Pronoms personnels;on;;;;;;;;;;;;;
Pronoms personnels;se;;;;;;;;;;;;;
Pronoms personnels;te;;;;;;;;;;;;;
Pronoms personnels;toi;;;;;;;;;;;;;
Pronoms personnels;tu;;;;;;;;;;;;;
Pronoms personnels;vous;;;;;;;;;;;;;
Pronoms réfléchis;elle-même;;;;;;;;;;;;;
Pronoms réfléchis;elles-mêmes;;;;;;;;;;;;;
Pronoms réfléchis;eux-mêmes;;;;;;;;;;;;;
Pronoms réfléchis;lui-même;;;;;;;;;;;;;
Pronoms réfléchis;moi-même;;;;;;;;;;;;;
Pronoms réfléchis;nous-même;;;;;;;;;;;;;
Pronoms réfléchis;soi;;;;;;;;;;;;;
Pronoms réfléchis;soi-même;;;;;;;;;;;;;
Pronoms réfléchis;toi-même;;;;;;;;;;;;;
Pronoms réfléchis;vous-même;;;;;;;;;;;;;
Pronoms relatifs et interrogatifs;auquel;;;;;;;;;;;;;
Pronoms relatifs et interrogatifs;auxquelles;;;;;;;;;;;;;
Pronoms relatifs et interrogatifs;auxquels;;;;;;;;;;;;;
Pronoms relatifs et interrogatifs;desquelles;;;;;;;;;;;;;
Pronoms relatifs et interrogatifs;desquels;;;;;;;;;;;;;
Pronoms relatifs et interrogatifs;dont;;;;;;;;;;;;;
Pronoms relatifs et interrogatifs;duquel;;;;;;;;;;;;;
Pronoms relatifs et interrogatifs;laquelle;;;;;;;;;;;;;
Pronoms relatifs et interrogatifs;lequel;;;;;;;;;;;;;
Pronoms relatifs et interrogatifs;lesquelles;;;;;;;;;;;;;
Pronoms relatifs et interrogatifs;lesquels;;;;;;;;;;;;;
Pronoms relatifs et interrogatifs;où;;;;;;;;;;;;;
Pronoms relatifs et interrogatifs;que;;;;;;;;;;;;;
Pronoms relatifs et interrogatifs;qui;;;;;;;;;;;;;
Pronoms relatifs et interrogatifs;quoi;;;;;;;;;;;;;
Verbes Courants;faire;;;;;;;;;;;;;
Verbes Courants;fais;;;;;;;;;;;;;
Verbes Courants;faisaient;;;;;;;;;;;;;
Verbes Courants;faisais;;;;;;;;;;;;;
Verbes Courants;faisait;;;;;;;;;;;;;
Verbes Courants;faisant;;;;;;;;;;;;;
Verbes Courants;faisiez;;;;;;;;;;;;;
Verbes Courants;faisions;;;;;;;;;;;;;
Verbes Courants;faisons;;;;;;;;;;;;;
Verbes Courants;fait;;;;;;;;;;;;;
Verbes Courants;faites;;;;;;;;;;;;;
Verbes Courants;fasse;;;;;;;;;;;;;
Verbes Courants;fassent;;;;;;;;;;;;;
Verbes Courants;fasses;;;;;;;;;;;;;
Verbes Courants;fassiez;;;;;;;;;;;;;
Verbes Courants;fassions;;;;;;;;;;;;;
Verbes Courants;fera;;;;;;;;;;;;;
Verbes Courants;ferai;;;;;;;;;;;;;
Verbes Courants;feraient;;;;;;;;;;;;;
Verbes Courants;ferais;;;;;;;;;;;;;
Verbes Courants;ferait;;;;;;;;;;;;;
Verbes Courants;feras;;;;;;;;;;;;;
Verbes Courants;ferez;;;;;;;;;;;;;
Verbes Courants;feriez;;;;;;;;;;;;;
Verbes Courants;ferions;;;;;;;;;;;;;
Verbes Courants;ferons;;;;;;;;;;;;;
Verbes Courants;feront;;;;;;;;;;;;;
Verbes Courants;fîmes;;;;;;;;;;;;;
Verbes Courants;firent;;;;;;;;;;;;;
Verbes Courants;fis;;;;;;;;;;;;;
Verbes Courants;fisse;;;;;;;;;;;;;
Verbes Courants;fissent;;;;;;;;;;;;;
Verbes Courants;fisses;;;;;;;;;;;;;
Verbes Courants;fissiez;;;;;;;;;;;;;
Verbes Courants;fissions;;;;;;;;;;;;;
Verbes Courants;fit;;;;;;;;;;;;;
Verbes Courants;fît;;;;;;;;;;;;;
Verbes Courants;fîtes;;;;;;;;;;;;;
Verbes Courants;font;;;;;;;;;;;;;
Verbes Courants;dîmes;;;;;;;;;;;;;
Verbes Courants;dira;;;;;;;;;;;;;
Verbes Courants;dirai;;;;;;;;;;;;;
Verbes Courants;diraient;;;;;;;;;;;;;
Verbes Courants;dirais;;;;;;;;;;;;;
Verbes Courants;dirait;;;;;;;;;;;;;
Verbes Courants;diras;;;;;;;;;;;;;
Verbes Courants;dire;;;;;;;;;;;;;
Verbes Courants;dirent;;;;;;;;;;;;;
Verbes Courants;direz;;;;;;;;;;;;;
Verbes Courants;diriez;;;;;;;;;;;;;
Verbes Courants;dirions;;;;;;;;;;;;;
Verbes Courants;dirons;;;;;;;;;;;;;
Verbes Courants;diront;;;;;;;;;;;;;
Verbes Courants;dis;;;;;;;;;;;;;
Verbes Courants;disaient;;;;;;;;;;;;;
Verbes Courants;disais;;;;;;;;;;;;;
Verbes Courants;disait;;;;;;;;;;;;;
Verbes Courants;disant;;;;;;;;;;;;;
Verbes Courants;dise;;;;;;;;;;;;;
Verbes Courants;disent;;;;;;;;;;;;;
Verbes Courants;dises;;;;;;;;;;;;;
Verbes Courants;disiez;;;;;;;;;;;;;
Verbes Courants;disions;;;;;;;;;;;;;
Verbes Courants;disons;;;;;;;;;;;;;
Verbes Courants;disse;;;;;;;;;;;;;
Verbes Courants;dissent;;;;;;;;;;;;;
Verbes Courants;disses;;;;;;;;;;;;;
Verbes Courants;dissiez;;;;;;;;;;;;;
Verbes Courants;dissions;;;;;;;;;;;;;
Verbes Courants;dit;;;;;;;;;;;;;
Verbes Courants;dît;;;;;;;;;;;;;
Verbes Courants;dite;;;;;;;;;;;;;
Verbes Courants;dites;;;;;;;;;;;;;
Verbes Courants;dîtes;;;;;;;;;;;;;
Verbes Courants;dits;;;;;;;;;;;;;
Verbes Courants;peut;;;;;;;;;;;;;
Verbes Courants;peuvent;;;;;;;;;;;;;
Verbes Courants;peux;;;;;;;;;;;;;
Verbes Courants;pourra;;;;;;;;;;;;;
Verbes Courants;pourrai;;;;;;;;;;;;;
Verbes Courants;pourraient;;;;;;;;;;;;;
Verbes Courants;pourrais;;;;;;;;;;;;;
Verbes Courants;pourrait;;;;;;;;;;;;;
Verbes Courants;pourras;;;;;;;;;;;;;
Verbes Courants;pourrez;;;;;;;;;;;;;
Verbes Courants;pourriez;;;;;;;;;;;;;
Verbes Courants;pourrions;;;;;;;;;;;;;
Verbes Courants;pourrons;;;;;;;;;;;;;
Verbes Courants;pourront;;;;;;;;;;;;;
Verbes Courants;pouvaient;;;;;;;;;;;;;
Verbes Courants;pouvais;;;;;;;;;;;;;
Verbes Courants;pouvait;;;;;;;;;;;;;
Verbes Courants;pouvant;;;;;;;;;;;;;
Verbes Courants;pouvez;;;;;;;;;;;;;
Verbes Courants;pouviez;;;;;;;;;;;;;
Verbes Courants;pouvions;;;;;;;;;;;;;
Verbes Courants;pouvoir;;;;;;;;;;;;;
Verbes Courants;pouvons;;;;;;;;;;;;;
Verbes Courants;pu;;;;;;;;;;;;;
Verbes Courants;puisse;;;;;;;;;;;;;
Verbes Courants;puissent;;;;;;;;;;;;;
Verbes Courants;puisses;;;;;;;;;;;;;
Verbes Courants;puissiez;;;;;;;;;;;;;
Verbes Courants;puissions;;;;;;;;;;;;;
Verbes Courants;pûmes;;;;;;;;;;;;;
Verbes Courants;purent;;;;;;;;;;;;;
Verbes Courants;pus;;;;;;;;;;;;;
Verbes Courants;pusse;;;;;;;;;;;;;
Verbes Courants;pussent;;;;;;;;;;;;;
Verbes Courants;pusses;;;;;;;;;;;;;
Verbes Courants;pussiez;;;;;;;;;;;;;
Verbes Courants;pussions;;;;;;;;;;;;;
Verbes Courants;put;;;;;;;;;;;;;
Verbes Courants;pût;;;;;;;;;;;;;
Verbes Courants;pûtes;;;;;;;;;;;;;
Verbes Courants;verra;;;;;;;;;;;;;
Verbes Courants;verrai;;;;;;;;;;;;;
Verbes Courants;verraient;;;;;;;;;;;;;
Verbes Courants;verrais;;;;;;;;;;;;;
Verbes Courants;verrait;;;;;;;;;;;;;
Verbes Courants;verras;;;;;;;;;;;;;
Verbes Courants;verrez;;;;;;;;;;;;;
Verbes Courants;verriez;;;;;;;;;;;;;
Verbes Courants;verrions;;;;;;;;;;;;;
Verbes Courants;verrons;;;;;;;;;;;;;
Verbes Courants;verront;;;;;;;;;;;;;
Verbes Courants;vîmes;;;;;;;;;;;;;
Verbes Courants;virent;;;;;;;;;;;;;
Verbes Courants;vis;;;;;;;;;;;;;
Verbes Courants;visse;;;;;;;;;;;;;
Verbes Courants;vissent;;;;;;;;;;;;;
Verbes Courants;visses;;;;;;;;;;;;;
Verbes Courants;vissiez;;;;;;;;;;;;;
Verbes Courants;vissions;;;;;;;;;;;;;
Verbes Courants;vit;;;;;;;;;;;;;
Verbes Courants;vît;;;;;;;;;;;;;
Verbes Courants;vîtes;;;;;;;;;;;;;
Verbes Courants;voie;;;;;;;;;;;;;
Verbes Courants;voient;;;;;;;;;;;;;
Verbes Courants;voies;;;;;;;;;;;;;
Verbes Courants;voir;;;;;;;;;;;;;
Verbes Courants;vois;;;;;;;;;;;;;
Verbes Courants;voit;;;;;;;;;;;;;
Verbes Courants;voyaient;;;;;;;;;;;;;
Verbes Courants;voyais;;;;;;;;;;;;;
Verbes Courants;voyait;;;;;;;;;;;;;
Verbes Courants;voyant;;;;;;;;;;;;;
Verbes Courants;voyez;;;;;;;;;;;;;
Verbes Courants;voyiez;;;;;;;;;;;;;
Verbes Courants;voyions;;;;;;;;;;;;;
Verbes Courants;voyons;;;;;;;;;;;;;
Verbes Courants;vu;;;;;;;;;;;;;
Verbes Courants;vue;;;;;;;;;;;;;
Verbes Courants;vues;;;;;;;;;;;;;
Verbes Courants;vus;;;;;;;;;;;;;
Verbes Courants;veuille;;;;;;;;;;;;;
Verbes Courants;veuillent;;;;;;;;;;;;;
Verbes Courants;veuilles;;;;;;;;;;;;;
Verbes Courants;veuillez;;;;;;;;;;;;;
Verbes Courants;veulent;;;;;;;;;;;;;
Verbes Courants;veut;;;;;;;;;;;;;
Verbes Courants;veux;;;;;;;;;;;;;
Verbes Courants;voudra;;;;;;;;;;;;;
Verbes Courants;voudrai;;;;;;;;;;;;;
Verbes Courants;voudraient;;;;;;;;;;;;;
Verbes Courants;voudrais;;;;;;;;;;;;;
Verbes Courants;voudrait;;;;;;;;;;;;;
Verbes Courants;voudras;;;;;;;;;;;;;
Verbes Courants;voudrez;;;;;;;;;;;;;
Verbes Courants;voudriez;;;;;;;;;;;;;
Verbes Courants;voudrions;;;;;;;;;;;;;
Verbes Courants;voudrons;;;;;;;;;;;;;
Verbes Courants;voudront;;;;;;;;;;;;;
Verbes Courants;voulaient;;;;;;;;;;;;;
Verbes Courants;voulais;;;;;;;;;;;;;
Verbes Courants;voulait;;;;;;;;;;;;;
Verbes Courants;voulant;;;;;;;;;;;;;
Verbes Courants;voulez;;;;;;;;;;;;;
Verbes Courants;vouliez;;;;;;;;;;;;;
Verbes Courants;voulions;;;;;;;;;;;;;
Verbes Courants;vouloir;;;;;;;;;;;;;
Verbes Courants;voulons;;;;;;;;;;;;;
Verbes Courants;voulu;;;;;;;;;;;;;
Verbes Courants;voulue;;;;;;;;;;;;;
Verbes Courants;voulues;;;;;;;;;;;;;
Verbes Courants;voulûmes;;;;;;;;;;;;;
Verbes Courants;voulurent;;;;;;;;;;;;;
Verbes Courants;voulus;;;;;;;;;;;;;
Verbes Courants;voulusse;;;;;;;;;;;;;
Verbes Courants;voulussent;;;;;;;;;;;;;
Verbes Courants;voulusses;;;;;;;;;;;;;
Verbes Courants;voulussiez;;;;;;;;;;;;;
Verbes Courants;voulussions;;;;;;;;;;;;;
Verbes Courants;voulut;;;;;;;;;;;;;
Verbes Courants;voulût;;;;;;;;;;;;;
Verbes Courants;voulûtes;;;;;;;;;;;;;
Verbes Courants;venaient;;;;;;;;;;;;;
Verbes Courants;venais;;;;;;;;;;;;;
Verbes Courants;venait;;;;;;;;;;;;;
Verbes Courants;venant;;;;;;;;;;;;;
Verbes Courants;venez;;;;;;;;;;;;;
Verbes Courants;veniez;;;;;;;;;;;;;
Verbes Courants;venions;;;;;;;;;;;;;
Verbes Courants;venir;;;;;;;;;;;;;
Verbes Courants;venons;;;;;;;;;;;;;
Verbes Courants;venu;;;;;;;;;;;;;
Verbes Courants;venue;;;;;;;;;;;;;
Verbes Courants;venues;;;;;;;;;;;;;
Verbes Courants;venus;;;;;;;;;;;;;
Verbes Courants;viendra;;;;;;;;;;;;;
Verbes Courants;viendrai;;;;;;;;;;;;;
Verbes Courants;viendraient;;;;;;;;;;;;;
Verbes Courants;viendrais;;;;;;;;;;;;;
Verbes Courants;viendrait;;;;;;;;;;;;;
Verbes Courants;viendras;;;;;;;;;;;;;
Verbes Courants;viendrez;;;;;;;;;;;;;
Verbes Courants;viendriez;;;;;;;;;;;;;
Verbes Courants;viendrions;;;;;;;;;;;;;
Verbes Courants;viendrons;;;;;;;;;;;;;
Verbes Courants;viendront;;;;;;;;;;;;;
Verbes Courants;vienne;;;;;;;;;;;;;
Verbes Courants;viennent;;;;;;;;;;;;;
Verbes Courants;viennes;;;;;;;;;;;;;
Verbes Courants;viens;;;;;;;;;;;;;
Verbes Courants;vient;;;;;;;;;;;;;
Verbes Courants;vînmes;;;;;;;;;;;;;
Verbes Courants;vinrent;;;;;;;;;;;;;
Verbes Courants;vins;;;;;;;;;;;;;
Verbes Courants;vinsse;;;;;;;;;;;;;
Verbes Courants;vinssent;;;;;;;;;;;;;
Verbes Courants;vinsses;;;;;;;;;;;;;
Verbes Courants;vinssiez;;;;;;;;;;;;;
Verbes Courants;vinssions;;;;;;;;;;;;;
Verbes Courants;vint;;;;;;;;;;;;;
Verbes Courants;vînt;;;;;;;;;;;;;
Verbes Courants;vîntes;;;;;;;;;;;;;
Verbes Courants;devaient;;;;;;;;;;;;;
Verbes Courants;devais;;;;;;;;;;;;;
Verbes Courants;devait;;;;;;;;;;;;;
Verbes Courants;devant;;;;;;;;;;;;;
Verbes Courants;devez;;;;;;;;;;;;;
Verbes Courants;deviez;;;;;;;;;;;;;
Verbes Courants;devions;;;;;;;;;;;;;
Verbes Courants;devoir;;;;;;;;;;;;;
Verbes Courants;devons;;;;;;;;;;;;;
Verbes Courants;devra;;;;;;;;;;;;;
Verbes Courants;devrai;;;;;;;;;;;;;
Verbes Courants;devraient;;;;;;;;;;;;;
Verbes Courants;devrais;;;;;;;;;;;;;
Verbes Courants;devrait;;;;;;;;;;;;;
Verbes Courants;devras;;;;;;;;;;;;;
Verbes Courants;devrez;;;;;;;;;;;;;
Verbes Courants;devriez;;;;;;;;;;;;;
Verbes Courants;devrions;;;;;;;;;;;;;
Verbes Courants;devrons;;;;;;;;;;;;;
Verbes Courants;devront;;;;;;;;;;;;;
Verbes Courants;dois;;;;;;;;;;;;;
Verbes Courants;doit;;;;;;;;;;;;;
Verbes Courants;doive;;;;;;;;;;;;;
Verbes Courants;doivent;;;;;;;;;;;;;
Verbes Courants;doives;;;;;;;;;;;;;
Verbes Courants;dû;;;;;;;;;;;;;
Verbes Courants;due;;;;;;;;;;;;;
Verbes Courants;dues;;;;;;;;;;;;;
Verbes Courants;dûmes;;;;;;;;;;;;;
Verbes Courants;durent;;;;;;;;;;;;;
Verbes Courants;dus;;;;;;;;;;;;;
Verbes Courants;dusse;;;;;;;;;;;;;
Verbes Courants;dussent;;;;;;;;;;;;;
Verbes Courants;dusses;;;;;;;;;;;;;
Verbes Courants;dussiez;;;;;;;;;;;;;
Verbes Courants;dussions;;;;;;;;;;;;;
Verbes Courants;dut;;;;;;;;;;;;;
Verbes Courants;dût;;;;;;;;;;;;;
Verbes Courants;dûtes;;;;;;;;;;;;;
